"","Ethnicity","Title","Gender","Employee Age","Participated","Retained","HOME ORG CODE","Years of Service","Strata","Deidentified ID","title_status","Age","title_binary","strata_binary_10_15","strata_binary_5_10","strata_binary_less_5","strata_binary_greater_15","ethnicity_binary_african_am","ethnicity_binary_caucasian","ethnicity_binary_asian","ethnicity_binary_latina","ethnicity_binary_other","gender_binary_female","gender_binary_male","employeeage","HomeOrgCode","YearsOfService"
"5830","CAUCASIAN","TEACHER,FULL TIME","M",29,0,"0","6540",0,"less than 5",256560,"teacher","20s",1,0,0,1,0,0,1,0,0,0,0,1,29,"6540",0
"5831","CAUCASIAN","TEACHER,FULL TIME","F",32,0,"1","2340",8,"5 to less than 10 years",256580,"teacher","30s",1,0,1,0,0,0,1,0,0,0,1,0,32,"2340",8
"5832","AFRICAN AM","TEACHER,FULL TIME","F",31,0,"1","1280",9,"5 to less than 10 years",256588,"teacher","30s",1,0,1,0,0,1,0,0,0,0,1,0,31,"1280",9
"5833","CAUCASIAN","TEACHER,FULL TIME","M",40,0,"1","2340",9,"5 to less than 10 years",256592,"teacher","40s",1,0,1,0,0,0,1,0,0,0,0,1,40,"2340",9
"5834","CAUCASIAN","TEACHER,DEMONSTRATION","F",60,0,"1","2140",9,"5 to less than 10 years",256596,"non_classroom_teacher","60s",0,0,1,0,0,0,1,0,0,0,1,0,60,"2140",9
"5835","CAUCASIAN","TEACHER,FULL TIME","F",35,0,"0","8420",6,"5 to less than 10 years",256600,"teacher","30s",1,0,1,0,0,0,1,0,0,0,1,0,35,"8420",6
"5836","CAUCASIAN","SCHOOL COUNSELOR, 10 MONTHS","F",31,0,"0","5370",3,"less than 5",256636,"non_classroom_teacher","30s",0,0,0,1,0,0,1,0,0,0,1,0,31,"5370",3
"5837","CAUCASIAN","TEACHER,FULL TIME","F",34,0,"1","5440",9,"5 to less than 10 years",256700,"teacher","30s",1,0,1,0,0,0,1,0,0,0,1,0,34,"5440",9
"5838","CAUCASIAN","TEACHER,FULL TIME","F",27,0,"0","2420",3,"less than 5",256704,"teacher","20s",1,0,0,1,0,0,1,0,0,0,1,0,27,"2420",3
"5839","CAUCASIAN","TEACHER,FULL TIME","M",41,0,"1","7400",9,"5 to less than 10 years",256708,"teacher","40s",1,0,1,0,0,0,1,0,0,0,0,1,41,"7400",9
"5840","LATINA/O","TEACHER,FULL TIME","F",63,0,"0","8090",7,"5 to less than 10 years",256716,"teacher","60s",1,0,1,0,0,0,0,0,1,0,1,0,63,"8090",7
"5841","AFRICAN AM","TEACHER,FULL TIME","F",40,0,"1","1580",9,"5 to less than 10 years",256720,"teacher","40s",1,0,1,0,0,1,0,0,0,0,1,0,40,"1580",9
"5842","AFRICAN AM","TEACHER,SPEC EDUCATION","M",34,0,"1","8430",9,"5 to less than 10 years",256736,"teacher","30s",1,0,1,0,0,1,0,0,0,0,0,1,34,"8430",9
"5843","CAUCASIAN","SCHOOL COUNSELOR, 10 MONTHS","F",37,0,"1","2690",9,"5 to less than 10 years",256740,"non_classroom_teacher","30s",0,0,1,0,0,0,1,0,0,0,1,0,37,"2690",9
"5844","AFRICAN AM","TEACHER,FULL TIME","F",37,0,"1","1280",9,"5 to less than 10 years",256756,"teacher","30s",1,0,1,0,0,1,0,0,0,0,1,0,37,"1280",9
"5845","CAUCASIAN","TEACHER,FULL TIME","F",44,0,"1","7400",9,"5 to less than 10 years",256760,"teacher","40s",1,0,1,0,0,0,1,0,0,0,1,0,44,"7400",9
"5846","CAUCASIAN","TEACHER,FULL TIME","F",32,0,"0","2390",4,"less than 5",256764,"teacher","30s",1,0,0,1,0,0,1,0,0,0,1,0,32,"2390",4
"5847","AFRICAN AM","TEACHER,FULL TIME","F",28,0,"0","1380",5,"less than 5",256768,"teacher","20s",1,0,0,1,0,1,0,0,0,0,1,0,28,"1380",5
"5848","CAUCASIAN","TEACHER,FULL TIME","F",32,0,"1","5530",9,"5 to less than 10 years",256772,"teacher","30s",1,0,1,0,0,0,1,0,0,0,1,0,32,"5530",9
"5849","CAUCASIAN","TEACHER,FULL TIME","F",35,0,"0","7260",8,"5 to less than 10 years",256776,"teacher","30s",1,0,1,0,0,0,1,0,0,0,1,0,35,"7260",8
"5850","AFRICAN AM","TEACHER,FULL TIME","F",32,0,"1","2620",9,"5 to less than 10 years",256780,"teacher","30s",1,0,1,0,0,1,0,0,0,0,1,0,32,"2620",9
"5851","CAUCASIAN","TEACHER,FULL TIME","M",30,0,"1","5050",7,"5 to less than 10 years",256784,"teacher","30s",1,0,1,0,0,0,1,0,0,0,0,1,30,"5050",7
"5852","CAUCASIAN","TEACHER,FULL TIME","M",37,0,"1","8400",9,"5 to less than 10 years",256788,"teacher","30s",1,0,1,0,0,0,1,0,0,0,0,1,37,"8400",9
"5853","CAUCASIAN","TEACHER,FULL TIME","F",58,0,"1","1490",9,"5 to less than 10 years",256792,"teacher","50s",1,0,1,0,0,0,1,0,0,0,1,0,58,"1490",9
"5854","AFRICAN AM","TEACHER,FULL TIME","F",38,0,"1","1490",9,"5 to less than 10 years",256796,"teacher","30s",1,0,1,0,0,1,0,0,0,0,1,0,38,"1490",9
"5855","AFRICAN AM","TEACHER,FULL TIME","M",47,0,"0","6460",9,"5 to less than 10 years",256800,"teacher","40s",1,0,1,0,0,1,0,0,0,0,0,1,47,"6460",9
"5856","CAUCASIAN","SCHOOL COUNSELOR, 10 MONTHS","F",34,0,"0","6310",2,"less than 5",256804,"non_classroom_teacher","30s",0,0,0,1,0,0,1,0,0,0,1,0,34,"6310",2
"5857","AFRICAN AM","TEACHER,FULL TIME","F",61,0,"0","8250",5,"less than 5",256812,"teacher","60s",1,0,0,1,0,1,0,0,0,0,1,0,61,"8250",5
"5858","AFRICAN AM","TEACHER,FULL TIME","F",54,0,"1","7150",9,"5 to less than 10 years",256816,"teacher","50s",1,0,1,0,0,1,0,0,0,0,1,0,54,"7150",9
"5859","CAUCASIAN","TEACHER,FULL TIME","F",32,0,"1","8340",9,"5 to less than 10 years",256820,"teacher","30s",1,0,1,0,0,0,1,0,0,0,1,0,32,"8340",9
"5860","CAUCASIAN","TEACHER,SPEC EDUCATION","F",28,0,"0","6110",2,"less than 5",256828,"teacher","20s",1,0,0,1,0,0,1,0,0,0,1,0,28,"6110",2
"5861","AFRICAN AM","TEACHER,FULL TIME","F",41,0,"1","8090",2,"less than 5",256840,"teacher","40s",1,0,0,1,0,1,0,0,0,0,1,0,41,"8090",2
"5862","CAUCASIAN","TEACHER,FULL TIME","F",29,1,"0","7130",5,"less than 5",256848,"teacher","20s",1,0,0,1,0,0,1,0,0,0,1,0,29,"7130",5
"5863","AFRICAN AM","TEACHER,SPEC EDUCATION","F",29,0,"1","5430",7,"5 to less than 10 years",256852,"teacher","20s",1,0,1,0,0,1,0,0,0,0,1,0,29,"5430",7
"5864","CAUCASIAN","TEACHER,FULL TIME","M",25,0,"0","6090",2,"less than 5",256856,"teacher","20s",1,0,0,1,0,0,1,0,0,0,0,1,25,"6090",2
"5865","CAUCASIAN","TEACHER,SPEC EDUCATION","F",39,0,"1","5500",9,"5 to less than 10 years",256868,"teacher","30s",1,0,1,0,0,0,1,0,0,0,1,0,39,"5500",9
"5866","CAUCASIAN","TEACHER,FULL TIME","M",31,0,"0","5160",6,"5 to less than 10 years",256876,"teacher","30s",1,0,1,0,0,0,1,0,0,0,0,1,31,"5160",6
"5867","CAUCASIAN","TEACHER,FULL TIME","F",27,0,"0","1030",5,"less than 5",256888,"teacher","20s",1,0,0,1,0,0,1,0,0,0,1,0,27,"1030",5
"5868","LATINA/O","TEACHER,SPEC EDUCATION","M",38,0,"1","5020",7,"5 to less than 10 years",256892,"teacher","30s",1,0,1,0,0,0,0,0,1,0,0,1,38,"5020",7
"5869","CAUCASIAN","TEACHER,FULL TIME","F",33,0,"1","2490",9,"5 to less than 10 years",256904,"teacher","30s",1,0,1,0,0,0,1,0,0,0,1,0,33,"2490",9
"5870","CAUCASIAN","TEACHER,FULL TIME","F",54,0,"1","9EW0",23,"greater than or equal to 15",25692,"teacher","50s",1,0,0,0,1,0,1,0,0,0,1,0,54,"9EW0",23
"5871","CAUCASIAN","TEACHER,FULL TIME","F",25,0,"0","6060",2,"less than 5",256920,"teacher","20s",1,0,0,1,0,0,1,0,0,0,1,0,25,"6060",2
"5872","AFRICAN AM","TEACHER,FULL TIME","F",25,1,"0","5600",2,"less than 5",256928,"teacher","20s",1,0,0,1,0,1,0,0,0,0,1,0,25,"5600",2
"5873","AFRICAN AM","TEACHER,FULL TIME","F",61,0,"0","4270",8,"5 to less than 10 years",256932,"teacher","60s",1,0,1,0,0,1,0,0,0,0,1,0,61,"4270",8
"5874","AFRICAN AM","TEACHER,FULL TIME","F",27,0,"1","8120",6,"5 to less than 10 years",256940,"teacher","20s",1,0,1,0,0,1,0,0,0,0,1,0,27,"8120",6
"5875","CAUCASIAN","TEACHER,FULL TIME","F",46,0,"1","5550",9,"5 to less than 10 years",256948,"teacher","40s",1,0,1,0,0,0,1,0,0,0,1,0,46,"5550",9
"5876","CAUCASIAN","TEACHER,FULL TIME","F",38,1,"1","6040",9,"5 to less than 10 years",256952,"teacher","30s",1,0,1,0,0,0,1,0,0,0,1,0,38,"6040",9
"5877","CAUCASIAN","TEACHER,FULL TIME","F",25,0,"0","4100",3,"less than 5",256960,"teacher","20s",1,0,0,1,0,0,1,0,0,0,1,0,25,"4100",3
"5878","CAUCASIAN","TEACHER,FULL TIME","M",32,0,"1","5620",9,"5 to less than 10 years",256968,"teacher","30s",1,0,1,0,0,0,1,0,0,0,0,1,32,"5620",9
"5879","AFRICAN AM","TEACHER,FULL TIME","M",38,0,"1","4020",9,"5 to less than 10 years",256972,"teacher","30s",1,0,1,0,0,1,0,0,0,0,0,1,38,"4020",9
"5880","CAUCASIAN","TEACHER,FULL TIME","M",32,0,"0","2290",4,"less than 5",256976,"teacher","30s",1,0,0,1,0,0,1,0,0,0,0,1,32,"2290",4
"5881","CAUCASIAN","TEACHER,FULL TIME","M",26,0,"0","1290",2,"less than 5",256980,"teacher","20s",1,0,0,1,0,0,1,0,0,0,0,1,26,"1290",2
"5882","CAUCASIAN","TEACHER,SPEC EDUCATION","F",35,0,"1","5390",9,"5 to less than 10 years",256984,"teacher","30s",1,0,1,0,0,0,1,0,0,0,1,0,35,"5390",9
"5883","CAUCASIAN","TEACHER,FULL TIME","M",24,0,"1","5680",2,"less than 5",256988,"teacher","20s",1,0,0,1,0,0,1,0,0,0,0,1,24,"5680",2
"5884","CAUCASIAN","TEACHER,SPEC EDUCATION","M",33,0,"0","2370",5,"less than 5",257000,"teacher","30s",1,0,0,1,0,0,1,0,0,0,0,1,33,"2370",5
"5885","CAUCASIAN","TEACHER,FULL TIME","M",29,0,"0","2000",4,"less than 5",257020,"teacher","20s",1,0,0,1,0,0,1,0,0,0,0,1,29,"2000",4
"5886","AFRICAN AM","TEACHER,FULL TIME","F",30,0,"1","8020",7,"5 to less than 10 years",257024,"teacher","30s",1,0,1,0,0,1,0,0,0,0,1,0,30,"8020",7
"5887","CAUCASIAN","TEACHER,SPEC EDUCATION","M",28,0,"1","7040",2,"less than 5",257032,"teacher","20s",1,0,0,1,0,0,1,0,0,0,0,1,28,"7040",2
"5888","AFRICAN AM","TEACHER,SPEC EDUCATION","M",35,0,"0","8030",7,"5 to less than 10 years",257040,"teacher","30s",1,0,1,0,0,1,0,0,0,0,0,1,35,"8030",7
"5889","ASIAN/PAC","TEACHER,FULL TIME","F",24,0,"0","6060",2,"less than 5",257044,"teacher","20s",1,0,0,1,0,0,0,0,0,0,1,0,24,"6060",2
"5890","AFRICAN AM","ACADEMIC COACH","F",33,0,"0","9750",7,"5 to less than 10 years",257048,"non_classroom_teacher","30s",0,0,1,0,0,1,0,0,0,0,1,0,33,"9750",7
"5891","ASIAN/PAC","TEACHER,SPEC EDUCATION","M",25,0,"0","5500",2,"less than 5",257052,"teacher","20s",1,0,0,1,0,0,0,0,0,0,0,1,25,"5500",2
"5892","CAUCASIAN","TEACHER,FULL TIME","M",39,0,"1","2620",9,"5 to less than 10 years",257056,"teacher","30s",1,0,1,0,0,0,1,0,0,0,0,1,39,"2620",9
"5893","AFRICAN AM","TEACHER,SPEC EDUCATION","F",38,0,"1","6470",9,"5 to less than 10 years",257060,"teacher","30s",1,0,1,0,0,1,0,0,0,0,1,0,38,"6470",9
"5894","CAUCASIAN","TEACHER,FULL TIME","F",30,0,"0","7110",6,"5 to less than 10 years",257068,"teacher","30s",1,0,1,0,0,0,1,0,0,0,1,0,30,"7110",6
"5895","CAUCASIAN","TEACHER,FULL TIME","M",34,0,"1","8040",9,"5 to less than 10 years",257072,"teacher","30s",1,0,1,0,0,0,1,0,0,0,0,1,34,"8040",9
"5896","AFRICAN AM","TEACHER,FULL TIME","M",33,0,"0","4270",8,"5 to less than 10 years",257088,"teacher","30s",1,0,1,0,0,1,0,0,0,0,0,1,33,"4270",8
"5897","CAUCASIAN","TEACHER,FULL TIME","F",30,0,"0","4140",5,"less than 5",257104,"teacher","30s",1,0,0,1,0,0,1,0,0,0,1,0,30,"4140",5
"5898","CAUCASIAN","TEACHER,SPEC EDUCATION","F",33,0,"1","2210",9,"5 to less than 10 years",257108,"teacher","30s",1,0,1,0,0,0,1,0,0,0,1,0,33,"2210",9
"5899","ASIAN/PAC","TEACHER,FULL TIME","M",24,0,"0","5210",2,"less than 5",257112,"teacher","20s",1,0,0,1,0,0,0,0,0,0,0,1,24,"5210",2
"5900","CAUCASIAN","TEACHER,FULL TIME","F",48,0,"0","8380",16,"greater than or equal to 15",25712,"teacher","40s",1,0,0,0,1,0,1,0,0,0,1,0,48,"8380",16
"5901","CAUCASIAN","TEACHER,SPEC EDUCATION","F",47,0,"1","6020",2,"less than 5",257120,"teacher","40s",1,0,0,1,0,0,1,0,0,0,1,0,47,"6020",2
"5902","CAUCASIAN","TEACHER,SPEC EDUCATION","M",29,0,"1","7300",5,"less than 5",257128,"teacher","20s",1,0,0,1,0,0,1,0,0,0,0,1,29,"7300",5
"5903","AFRICAN AM","TEACHER,SPEC EDUCATION","F",31,0,"0","1230",5,"less than 5",257136,"teacher","30s",1,0,0,1,0,1,0,0,0,0,1,0,31,"1230",5
"5904","AFRICAN AM","TEACHER,FULL TIME","F",36,0,"1","7280",9,"5 to less than 10 years",257140,"teacher","30s",1,0,1,0,0,1,0,0,0,0,1,0,36,"7280",9
"5905","AFRICAN AM","TEACHER,FULL TIME","F",30,0,"1","5430",9,"5 to less than 10 years",257144,"teacher","30s",1,0,1,0,0,1,0,0,0,0,1,0,30,"5430",9
"5906","CAUCASIAN","TEACHER,FULL TIME","F",46,1,"1","2620",9,"5 to less than 10 years",257164,"teacher","40s",1,0,1,0,0,0,1,0,0,0,1,0,46,"2620",9
"5907","CAUCASIAN","TEACHER,FULL TIME","M",30,0,"1","2020",9,"5 to less than 10 years",257168,"teacher","30s",1,0,1,0,0,0,1,0,0,0,0,1,30,"2020",9
"5908","CAUCASIAN","TEACHER,FULL TIME","F",40,0,"1","6010",18,"greater than or equal to 15",2572,"teacher","40s",1,0,0,0,1,0,1,0,0,0,1,0,40,"6010",18
"5909","CAUCASIAN","TEACHER,FULL TIME","M",39,0,"1","5050",9,"5 to less than 10 years",257236,"teacher","30s",1,0,1,0,0,0,1,0,0,0,0,1,39,"5050",9
"5910","CAUCASIAN","TEACHER,FULL TIME","F",51,0,"1","1110",4,"less than 5",257240,"teacher","50s",1,0,0,1,0,0,1,0,0,0,1,0,51,"1110",4
"5911","CAUCASIAN","TEACHER,FULL TIME","F",28,0,"1","1420",4,"less than 5",257244,"teacher","20s",1,0,0,1,0,0,1,0,0,0,1,0,28,"1420",4
"5912","CAUCASIAN","TEACHER,FULL TIME","F",27,1,"0","1130",4,"less than 5",257248,"teacher","20s",1,0,0,1,0,0,1,0,0,0,1,0,27,"1130",4
"5913","AFRICAN AM","TEACHER,FULL TIME","M",34,0,"1","7280",5,"less than 5",257252,"teacher","30s",1,0,0,1,0,1,0,0,0,0,0,1,34,"7280",5
"5914","AFRICAN AM","TEACHER,SPEC EDUCATION","M",41,0,"1","4140",0,"less than 5",257260,"teacher","40s",1,0,0,1,0,1,0,0,0,0,0,1,41,"4140",0
"5915","AFRICAN AM","TEACHER,FULL TIME","F",33,0,"0","5480",6,"5 to less than 10 years",257264,"teacher","30s",1,0,1,0,0,1,0,0,0,0,1,0,33,"5480",6
"5916","CAUCASIAN","TEACHER,FULL TIME","M",31,0,"0","1300",6,"5 to less than 10 years",257268,"teacher","30s",1,0,1,0,0,0,1,0,0,0,0,1,31,"1300",6
"5917","CAUCASIAN","SCHOOL COUNSELOR, 10 MONTHS","M",37,0,"1","5490",9,"5 to less than 10 years",257272,"non_classroom_teacher","30s",0,0,1,0,0,0,1,0,0,0,0,1,37,"5490",9
"5918","CAUCASIAN","TEACHER,FULL TIME","M",31,0,"0","8040",4,"less than 5",257276,"teacher","30s",1,0,0,1,0,0,1,0,0,0,0,1,31,"8040",4
"5919","CAUCASIAN","TEACHER,FULL TIME","F",31,0,"0","1340",7,"5 to less than 10 years",257280,"teacher","30s",1,0,1,0,0,0,1,0,0,0,1,0,31,"1340",7
"5920","CAUCASIAN","TEACHER,FULL TIME","M",64,0,"0","7400",3,"less than 5",257284,"teacher","60s",1,0,0,1,0,0,1,0,0,0,0,1,64,"7400",3
"5921","ASIAN/PAC","TEACHER,FULL TIME","F",33,0,"0","6470",4,"less than 5",257288,"teacher","30s",1,0,0,1,0,0,0,0,0,0,1,0,33,"6470",4
"5922","CAUCASIAN","TEACHER,SPEC EDUCATION","F",35,0,"0","2580",8,"5 to less than 10 years",257292,"teacher","30s",1,0,1,0,0,0,1,0,0,0,1,0,35,"2580",8
"5923","CAUCASIAN","TEACHER,FULL TIME","F",30,0,"0","7100",4,"less than 5",257296,"teacher","30s",1,0,0,1,0,0,1,0,0,0,1,0,30,"7100",4
"5924","CAUCASIAN","SCHOOL COUNSELOR, 10 MONTHS","F",61,0,"1","8310",9,"5 to less than 10 years",257304,"non_classroom_teacher","60s",0,0,1,0,0,0,1,0,0,0,1,0,61,"8310",9
"5925","AFRICAN AM","TEACHER,FULL TIME","F",35,0,"1","2410",9,"5 to less than 10 years",257308,"teacher","30s",1,0,1,0,0,1,0,0,0,0,1,0,35,"2410",9
"5926","CAUCASIAN","TEACHER,FULL TIME","M",36,0,"1","8440",9,"5 to less than 10 years",257312,"teacher","30s",1,0,1,0,0,0,1,0,0,0,0,1,36,"8440",9
"5927","AFRICAN AM","TEACHER,FULL TIME","F",31,0,"1","5440",9,"5 to less than 10 years",257316,"teacher","30s",1,0,1,0,0,1,0,0,0,0,1,0,31,"5440",9
"5928","CAUCASIAN","TEACHER,FULL TIME","F",49,0,"1","8020",25,"greater than or equal to 15",25732,"teacher","40s",1,0,0,0,1,0,1,0,0,0,1,0,49,"8020",25
"5929","AFRICAN AM","TEACHER,SPEC EDUCATION","F",34,0,"1","6470",9,"5 to less than 10 years",257320,"teacher","30s",1,0,1,0,0,1,0,0,0,0,1,0,34,"6470",9
"5930","CAUCASIAN","TEACHER,SPEC EDUCATION","F",27,0,"0","7200",4,"less than 5",257328,"teacher","20s",1,0,0,1,0,0,1,0,0,0,1,0,27,"7200",4
"5931","CAUCASIAN","TEACHER,FULL TIME","F",33,0,"0","5260",2,"less than 5",257332,"teacher","30s",1,0,0,1,0,0,1,0,0,0,1,0,33,"5260",2
"5932","other","TEACHER,FULL TIME","F",33,0,"1","2480",9,"5 to less than 10 years",257340,"teacher","30s",1,0,1,0,0,0,0,0,0,1,1,0,33,"2480",9
"5933","CAUCASIAN","TEACHER,SPEC EDUCATION","F",32,0,"1","8310",8,"5 to less than 10 years",257352,"teacher","30s",1,0,1,0,0,0,1,0,0,0,1,0,32,"8310",8
"5934","CAUCASIAN","TEACHER,FULL TIME","F",26,0,"0","8420",4,"less than 5",257356,"teacher","20s",1,0,0,1,0,0,1,0,0,0,1,0,26,"8420",4
"5935","CAUCASIAN","TEACHER,FULL TIME","F",33,0,"0","1280",5,"less than 5",257360,"teacher","30s",1,0,0,1,0,0,1,0,0,0,1,0,33,"1280",5
"5936","AFRICAN AM","TEACHER,FULL TIME","F",29,0,"0","7130",4,"less than 5",257364,"teacher","20s",1,0,0,1,0,1,0,0,0,0,1,0,29,"7130",4
"5937","CAUCASIAN","TEACHER,FULL TIME","F",57,0,"1","6340",9,"5 to less than 10 years",257368,"teacher","50s",1,0,1,0,0,0,1,0,0,0,1,0,57,"6340",9
"5938","AFRICAN AM","TEACHER,FULL TIME","F",36,0,"1","7390",9,"5 to less than 10 years",257372,"teacher","30s",1,0,1,0,0,1,0,0,0,0,1,0,36,"7390",9
"5939","CAUCASIAN","TEACHER,FULL TIME","F",29,0,"0","7490",2,"less than 5",257376,"teacher","20s",1,0,0,1,0,0,1,0,0,0,1,0,29,"7490",2
"5940","CAUCASIAN","TEACHER,FULL TIME","F",38,0,"1","7130",5,"less than 5",257380,"teacher","30s",1,0,0,1,0,0,1,0,0,0,1,0,38,"7130",5
"5941","AFRICAN AM","TEACHER,FULL TIME","F",36,0,"1","7280",9,"5 to less than 10 years",257384,"teacher","30s",1,0,1,0,0,1,0,0,0,0,1,0,36,"7280",9
"5942","CAUCASIAN","TEACHER,FULL TIME","F",45,1,"1","7730",9,"5 to less than 10 years",257388,"teacher","40s",1,0,1,0,0,0,1,0,0,0,1,0,45,"7730",9
"5943","CAUCASIAN","TEACHER,FULL TIME","F",31,0,"1","6210",9,"5 to less than 10 years",257392,"teacher","30s",1,0,1,0,0,0,1,0,0,0,1,0,31,"6210",9
"5944","AFRICAN AM","TEACHER,FULL TIME","F",35,0,"1","5150",9,"5 to less than 10 years",257400,"teacher","30s",1,0,1,0,0,1,0,0,0,0,1,0,35,"5150",9
"5945","AFRICAN AM","TEACHER,FULL TIME","M",31,0,"0","2020",6,"5 to less than 10 years",257404,"teacher","30s",1,0,1,0,0,1,0,0,0,0,0,1,31,"2020",6
"5946","CAUCASIAN","TEACHER,FULL TIME","M",28,0,"0","2670",3,"less than 5",257408,"teacher","20s",1,0,0,1,0,0,1,0,0,0,0,1,28,"2670",3
"5947","CAUCASIAN","TEACHER,SPEC EDUCATION","F",32,0,"1","6400",9,"5 to less than 10 years",257412,"teacher","30s",1,0,1,0,0,0,1,0,0,0,1,0,32,"6400",9
"5948","CAUCASIAN","TEACHER,FULL TIME","M",26,0,"0","2090",3,"less than 5",257416,"teacher","20s",1,0,0,1,0,0,1,0,0,0,0,1,26,"2090",3
"5949","CAUCASIAN","TEACHER,FULL TIME","M",31,0,"1","2470",9,"5 to less than 10 years",257424,"teacher","30s",1,0,1,0,0,0,1,0,0,0,0,1,31,"2470",9
"5950","CAUCASIAN","TEACHER,FULL TIME","F",72,1,"1","4020",6,"5 to less than 10 years",257428,"teacher","70s",1,0,1,0,0,0,1,0,0,0,1,0,72,"4020",6
"5951","CAUCASIAN","TEACHER,FULL TIME","M",36,0,"1","7120",9,"5 to less than 10 years",257432,"teacher","30s",1,0,1,0,0,0,1,0,0,0,0,1,36,"7120",9
"5952","CAUCASIAN","TEACHER,FULL TIME","F",30,0,"0","8020",5,"less than 5",257436,"teacher","30s",1,0,0,1,0,0,1,0,0,0,1,0,30,"8020",5
"5953","CAUCASIAN","TEACHER,FULL TIME","F",35,0,"0","6010",6,"5 to less than 10 years",257440,"teacher","30s",1,0,1,0,0,0,1,0,0,0,1,0,35,"6010",6
"5954","CAUCASIAN","TEACHER,FULL TIME","M",29,0,"0","2290",7,"5 to less than 10 years",257444,"teacher","20s",1,0,1,0,0,0,1,0,0,0,0,1,29,"2290",7
"5955","CAUCASIAN","TEACHER,FULL TIME","M",26,0,"0","7120",4,"less than 5",257448,"teacher","20s",1,0,0,1,0,0,1,0,0,0,0,1,26,"7120",4
"5956","CAUCASIAN","TEACHER,FULL TIME","F",30,0,"0","8690",8,"5 to less than 10 years",257452,"teacher","30s",1,0,1,0,0,0,1,0,0,0,1,0,30,"8690",8
"5957","CAUCASIAN","TEACHER,FULL TIME","M",46,0,"1","6480",9,"5 to less than 10 years",257464,"teacher","40s",1,0,1,0,0,0,1,0,0,0,0,1,46,"6480",9
"5958","CAUCASIAN","TEACHER,FULL TIME","M",35,0,"1","2410",9,"5 to less than 10 years",257468,"teacher","30s",1,0,1,0,0,0,1,0,0,0,0,1,35,"2410",9
"5959","AFRICAN AM","TEACHER,FULL TIME","M",46,0,"1","1460",9,"5 to less than 10 years",257476,"teacher","40s",1,0,1,0,0,1,0,0,0,0,0,1,46,"1460",9
"5960","CAUCASIAN","TEACHER,FULL TIME","F",30,0,"0","7110",6,"5 to less than 10 years",257484,"teacher","30s",1,0,1,0,0,0,1,0,0,0,1,0,30,"7110",6
"5961","CAUCASIAN","TEACHER,FULL TIME","F",37,0,"1","7150",9,"5 to less than 10 years",257488,"teacher","30s",1,0,1,0,0,0,1,0,0,0,1,0,37,"7150",9
"5962","AFRICAN AM","TEACHER,FULL TIME","M",63,0,"0","7350",6,"5 to less than 10 years",257492,"teacher","60s",1,0,1,0,0,1,0,0,0,0,0,1,63,"7350",6
"5963","CAUCASIAN","SCHOOL COUNSELOR, 10 MONTHS","F",38,0,"1","8260",9,"5 to less than 10 years",257528,"non_classroom_teacher","30s",0,0,1,0,0,0,1,0,0,0,1,0,38,"8260",9
"5964","CAUCASIAN","TEACHER,FULL TIME","M",40,0,"1","5590",9,"5 to less than 10 years",257532,"teacher","40s",1,0,1,0,0,0,1,0,0,0,0,1,40,"5590",9
"5965","CAUCASIAN","TEACHER,FULL TIME","F",34,0,"1","5320",9,"5 to less than 10 years",257544,"teacher","30s",1,0,1,0,0,0,1,0,0,0,1,0,34,"5320",9
"5966","CAUCASIAN","TEACHER,FULL TIME","M",40,0,"1","7470",9,"5 to less than 10 years",257552,"teacher","40s",1,0,1,0,0,0,1,0,0,0,0,1,40,"7470",9
"5967","CAUCASIAN","TEACHER,FULL TIME","F",27,0,"0","5260",4,"less than 5",257556,"teacher","20s",1,0,0,1,0,0,1,0,0,0,1,0,27,"5260",4
"5968","AFRICAN AM","TEACHER,FULL TIME","F",52,0,"1","5490",20,"greater than or equal to 15",25756,"teacher","50s",1,0,0,0,1,1,0,0,0,0,1,0,52,"5490",20
"5969","AFRICAN AM","TEACHER,FULL TIME","F",33,0,"1","4460",9,"5 to less than 10 years",257560,"teacher","30s",1,0,1,0,0,1,0,0,0,0,1,0,33,"4460",9
"5970","CAUCASIAN","TEACHER,FULL TIME","F",27,0,"0","1330",3,"less than 5",257564,"teacher","20s",1,0,0,1,0,0,1,0,0,0,1,0,27,"1330",3
"5971","CAUCASIAN","TEACHER,FULL TIME","F",36,1,"0","1350",4,"less than 5",257568,"teacher","30s",1,0,0,1,0,0,1,0,0,0,1,0,36,"1350",4
"5972","CAUCASIAN","SCHOOL COUNSELOR, 10 MONTHS","F",28,0,"0","8420",4,"less than 5",257580,"non_classroom_teacher","20s",0,0,0,1,0,0,1,0,0,0,1,0,28,"8420",4
"5973","CAUCASIAN","TEACHER,FULL TIME","F",35,0,"1","4270",9,"5 to less than 10 years",257588,"teacher","30s",1,0,1,0,0,0,1,0,0,0,1,0,35,"4270",9
"5974","AFRICAN AM","TEACHER,FULL TIME","F",31,0,"1","8210",9,"5 to less than 10 years",257592,"teacher","30s",1,0,1,0,0,1,0,0,0,0,1,0,31,"8210",9
"5975","CAUCASIAN","TEACHER,FULL TIME","F",47,0,"1","5560",9,"5 to less than 10 years",257596,"teacher","40s",1,0,1,0,0,0,1,0,0,0,1,0,47,"5560",9
"5976","AFRICAN AM","TEACHER,FULL TIME","F",53,0,"1","6390",18,"greater than or equal to 15",2576,"teacher","50s",1,0,0,0,1,1,0,0,0,0,1,0,53,"6390",18
